accelerometer_X	accelerometer_Y	accelerometer_Z	latitude	longitude	tilt	timestamp	realtime
0.08858817	6.4956675	7.4102807	0.0	0.0	41	39	12:45:46
-0.028731298	6.543553	7.290567	0.0	0.0	42	88	12:45:46
-0.07901107	6.488485	7.3025384	0.0	0.0	42	127	12:45:46
0.057462595	6.591439	7.415069	0.0	0.0	42	169	12:45:46
0.18914771	6.4573593	7.2809896	0.0	0.0	42	208	12:45:46
0.21069619	6.5555243	7.4198575	0.0	0.0	41	246	12:45:46
0.20351335	6.737489	7.350424	0.0	0.0	43	286	12:45:46
0.10055954	6.737489	7.3600006	0.0	0.0	42	327	12:45:46
-0.0047885496	6.567496	7.3647895	0.0	0.0	42	367	12:45:46
-0.0071828244	6.524399	7.3169036	0.0	0.0	42	407	12:45:46
0.0071828244	6.466936	7.3001437	0.0	0.0	42	447	12:45:46
0.15562786	6.4693303	7.328875	0.0	0.0	41	494	12:45:46
0.23942748	6.529187	7.3480296	0.0	0.0	42	526	12:45:46
0.22506183	6.6704497	7.3815494	0.0	0.0	42	567	12:45:46
0.19633053	6.7470665	7.3576064	0.0	0.0	43	608	12:45:46
-0.019154198	6.5818615	7.3863378	0.0	0.0	42	647	12:45:46
-0.043096945	6.5363703	7.412675	0.0	0.0	41	689	12:45:46
0.014365649	6.4956675	7.3600006	0.0	0.0	41	727	12:45:46
0.021548472	6.529187	7.3312693	0.0	0.0	42	770	12:45:46
0.18914771	6.577073	7.257047	0.0	0.0	42	810	12:45:46
0.28731298	6.5818615	7.312115	0.0	0.0	42	848	12:45:46
0.1699935	6.699181	7.285778	0.0	0.0	43	888	12:45:46
0.14365649	6.682421	7.3671837	0.0	0.0	42	930	12:45:46
-0.009577099	6.596227	7.393521	0.0	0.0	42	968	12:45:46
-0.038308397	6.531582	7.3671837	0.0	0.0	42	1010	12:45:47
0.011971374	6.510033	7.290567	0.0	0.0	42	1048	12:45:47
0.18435916	6.543553	7.307327	0.0	0.0	42	1088	12:45:47
0.1340794	6.5483418	7.2785954	0.0	0.0	42	1129	12:45:47
0.1987248	6.7063637	7.379155	0.0	0.0	42	1169	12:45:47
0.12210801	6.7805862	7.345635	0.0	0.0	43	1210	12:45:47
-0.045491222	6.591439	7.355212	0.0	0.0	42	1249	12:45:47
0.0071828244	6.543553	7.3743663	0.0	0.0	42	1289	12:45:47
0.009577099	6.488485	7.3480296	0.0	0.0	41	1326	12:45:47
0.062251143	6.490879	7.3145094	0.0	0.0	42	1368	12:45:47
0.19154198	6.4597535	7.292961	0.0	0.0	42	1407	12:45:47
0.19633053	6.6201696	7.3216925	0.0	0.0	42	1451	12:45:47
0.20111908	6.6776323	7.3025384	0.0	0.0	42	1490	12:45:47
0.15802214	6.7398834	7.345635	0.0	0.0	43	1529	12:45:47
-0.04070267	6.5794673	7.4102807	0.0	0.0	42	1571	12:45:47
-0.062251143	6.5004563	7.3815494	0.0	0.0	41	1613	12:45:47
0.047885496	6.5387645	7.3767605	0.0	0.0	42	1650	12:45:47
0.0670397	6.517216	7.2977495	0.0	0.0	42	1691	12:45:47
0.14126222	6.5746784	7.2378926	0.0	0.0	42	1731	12:45:47
0.17957062	6.65369	7.3600006	0.0	0.0	42	1770	12:45:47
0.06943397	6.742278	7.2977495	0.0	0.0	43	1808	12:45:47
0.014365649	6.6800265	7.3815494	0.0	0.0	42	1850	12:45:47
-0.04070267	6.5603127	7.4102807	0.0	0.0	42	1889	12:45:47
-0.026337024	6.4860907	7.355212	0.0	0.0	41	1929	12:45:47
0.07422252	6.531582	7.326481	0.0	0.0	42	1970	12:45:47
0.14365649	6.531582	7.2594414	0.0	0.0	42	2009	12:45:48
0.16041641	6.6153812	7.2785954	0.0	0.0	42	2050	12:45:48
0.16759923	6.742278	7.2618356	0.0	0.0	43	2091	12:45:48
0.102953814	6.7303066	7.393521	0.0	0.0	42	2131	12:45:48
-0.031125572	6.572284	7.3600006	0.0	0.0	42	2169	12:45:48
-0.038308397	6.483696	7.3815494	0.0	0.0	41	2209	12:45:48
0.011971374	6.4932733	7.3671837	0.0	0.0	41	2251	12:45:48
0.08140534	6.5052447	7.2762012	0.0	0.0	42	2289	12:45:48
0.21787901	6.5818615	7.283384	0.0	0.0	42	2331	12:45:48
0.20351335	6.6249585	7.3384523	0.0	0.0	42	2372	12:45:48
0.102953814	6.7303066	7.3743663	0.0	0.0	42	2410	12:45:48
0.016759925	6.6704497	7.309721	0.0	0.0	42	2450	12:45:48
-0.083799616	6.5028505	7.407886	0.0	0.0	41	2489	12:45:48
-0.047885496	6.5555243	7.429435	0.0	0.0	41	2530	12:45:48
0.047885496	6.5196104	7.3001437	0.0	0.0	42	2570	12:45:48
0.14365649	6.5124273	7.2977495	0.0	0.0	42	2609	12:45:48
0.20111908	6.632141	7.3312693	0.0	0.0	42	2651	12:45:48
0.2681588	6.6800265	7.326481	0.0	0.0	42	2691	12:45:48
0.12689656	6.7662206	7.3169036	0.0	0.0	43	2731	12:45:48
0.021548472	6.5842557	7.4030976	0.0	0.0	42	2770	12:45:48
-0.028731298	6.5459476	7.379155	0.0	0.0	42	2809	12:45:48
-0.045491222	6.507639	7.4222517	0.0	0.0	41	2850	12:45:48
0.05027977	6.490879	7.2618356	0.0	0.0	42	2891	12:45:48
0.17478207	6.589044	7.307327	0.0	0.0	42	2928	12:45:48
0.16281068	6.6441126	7.285778	0.0	0.0	42	2970	12:45:48
0.117319465	6.7734036	7.292961	0.0	0.0	43	3010	12:45:49
-0.028731298	6.6345353	7.395915	0.0	0.0	42	3049	12:45:49
-0.09577099	6.5363703	7.3576064	0.0	0.0	42	3090	12:45:49
-0.03351985	6.526793	7.434223	0.0	0.0	41	3133	12:45:49
0.07422252	6.5124273	7.2594414	0.0	0.0	42	3170	12:45:49
0.07422252	6.5555243	7.292961	0.0	0.0	42	3211	12:45:49
0.22027329	6.651295	7.2977495	0.0	0.0	42	3251	12:45:49
0.20111908	6.7470665	7.2881727	0.0	0.0	43	3289	12:45:49
0.038308397	6.715941	7.3480296	0.0	0.0	42	3331	12:45:49
-0.045491222	6.4956675	7.369578	0.0	0.0	41	3371	12:45:49
-0.043096945	6.5148215	7.3815494	0.0	0.0	41	3409	12:45:49
0.011971374	6.524399	7.3480296	0.0	0.0	42	3449	12:45:49
0.16281068	6.543553	7.336058	0.0	0.0	42	3488	12:45:49
0.18914771	6.6010156	7.3049326	0.0	0.0	42	3531	12:45:49
0.22506183	6.699181	7.3312693	0.0	0.0	42	3571	12:45:49
0.11492519	6.7853746	7.312115	0.0	0.0	43	3610	12:45:49
0.0071828244	6.596227	7.3408465	0.0	0.0	42	3650	12:45:49
-0.028731298	6.490879	7.3671837	0.0	0.0	41	3689	12:45:49
-0.021548472	6.529187	7.3767605	0.0	0.0	42	3729	12:45:49
0.04070267	6.490879	7.3192983	0.0	0.0	42	3770	12:45:49
0.13886794	6.5555243	7.292961	0.0	0.0	42	3812	12:45:49
0.17957062	6.6848154	7.3671837	0.0	0.0	42	3848	12:45:49
0.17478207	6.7566433	7.2953553	0.0	0.0	43	3888	12:45:49
0.06464542	6.742278	7.3432407	0.0	0.0	43	3930	12:45:49
-0.031125572	6.507639	7.3671837	0.0	0.0	41	3971	12:45:49
-0.031125572	6.5220046	7.369578	0.0	0.0	42	4009	12:45:50
