latitude;longitude;timestamp
0.0;0.0;40817
0.0;0.0;47837
0.0;0.0;159262
0.0;0.0;166037
0.0;0.0;175693
0.0;0.0;280327
0.0;0.0;289074
0.0;0.0;297407
0.0;0.0;344457
0.0;0.0;347807
0.0;0.0;354697
0.0;0.0;476515
0.0;0.0;481293
0.0;0.0;492317
0.0;0.0;495152
0.0;0.0;506128
0.0;0.0;545259
0.0;0.0;563795
0.0;0.0;566570
0.0;0.0;623135
0.0;0.0;629622
0.0;0.0;638921
