latitude	longitude	timestamp	realtime
0.0	0.0	40203	13:12:06
0.0	0.0	48024	13:12:14
0.0	0.0	161564	13:14:07
0.0	0.0	168303	13:14:13
0.0	0.0	177663	13:14:23
0.0	0.0	282692	13:16:08
0.0	0.0	290737	13:16:16
0.0	0.0	298417	13:16:24
0.0	0.0	345666	13:17:11
0.0	0.0	348464	13:17:14
0.0	0.0	355966	13:17:21
0.0	0.0	476434	13:19:22
0.0	0.0	482321	13:19:28
0.0	0.0	493418	13:19:39
0.0	0.0	496462	13:19:42
