latitude;longitude;timestamp
-22.95294279121047;-43.177012246244686;22622
-22.95227314843793;-43.17609729196144;37948
-22.951763032201438;-43.175663843927666;47846
-22.95142357296299;-43.17544369220202;54539
-22.91666920844363;-43.174817357038776;444996
-22.91666920844363;-43.174817357038776;449148
-22.91666920844363;-43.174817357038776;450708
-22.91666920844363;-43.174817357038776;457616
