accelerometer_X;accelerometer_Y;accelerometer_Z;latitude;longitude;tilt;timestamp
0.076616794;7.075082;6.814106;0.0;0.0;46;36
0.062251143;7.0104365;6.9840994;0.0;0.0;45;70
-0.014365649;6.952974;7.082265;0.0;0.0;44;109
-0.019154198;6.981705;6.9553685;0.0;0.0;45;151
0.105348095;7.082265;6.9721284;0.0;0.0;45;190
0.08619389;7.0535336;7.101419;0.0;0.0;45;231
-0.011971374;7.0511394;6.9457912;0.0;0.0;45;269
-0.03351985;7.0176196;7.0343795;0.0;0.0;45;311
0.014365649;7.046351;7.0128307;0.0;0.0;45;350
0.021548472;7.039168;6.9745226;0.0;0.0;45;389
-0.05506832;7.127756;7.0559278;0.0;0.0;45;430
-0.04070267;7.0607166;6.9050884;0.0;0.0;46;469
0.03351985;7.075082;7.0535336;0.0;0.0;45;512
0.05985687;7.0702934;6.9122715;0.0;0.0;46;554
-0.016759925;7.046351;7.0966306;0.0;0.0;45;592
-0.062251143;7.020014;6.9290314;0.0;0.0;45;634
0.016759925;7.1157846;7.0966306;0.0;0.0;45;675
-0.021548472;7.075082;6.9122715;0.0;0.0;46;713
-0.10774237;7.063111;6.9745226;0.0;0.0;45;752
-0.12689656;7.0319853;6.9649453;0.0;0.0;45;793
0.014365649;7.106208;7.0511394;0.0;0.0;45;832
0.05027977;7.024802;7.0439563;0.0;0.0;45;874
-0.05985687;7.0870533;7.0128307;0.0;0.0;45;912
-0.11492519;7.0774765;6.9481854;0.0;0.0;46;952
-0.03351985;7.1373334;7.005648;0.0;0.0;46;992
-0.076616794;7.223527;6.9218483;0.0;0.0;46;1032
-0.105348095;7.1995845;7.0104365;0.0;0.0;46;1073
-0.038308397;7.257047;6.986494;0.0;0.0;46;1116
0.009577099;7.3600006;6.943397;0.0;0.0;47;1154
0.031125572;7.4030976;6.9074826;0.0;0.0;47;1193
0.019154198;7.393521;6.8907228;0.0;0.0;47;1233
0.10774237;7.233104;6.893117;0.0;0.0;46;1274
0.17478207;7.1780357;6.9577627;0.0;0.0;46;1314
0.13886794;7.0726876;6.9290314;0.0;0.0;46;1353
0.20590763;6.962551;6.969734;0.0;0.0;45;1393
0.28252444;6.924243;6.897906;0.0;0.0;45;1433
0.2083019;6.8500204;6.9745226;0.0;0.0;44;1474
0.105348095;6.8284717;6.9314256;0.0;0.0;45;1515
0.17478207;6.8476257;7.063111;0.0;0.0;44;1554
0.15562786;6.8476257;7.0271964;0.0;0.0;44;1593
0.0670397;6.811712;7.003254;0.0;0.0;44;1634
0.08140534;6.8476257;7.0439563;0.0;0.0;44;1673
0.13647367;6.9050884;7.0128307;0.0;0.0;45;1714
0.117319465;6.93382;7.003254;0.0;0.0;45;1754
0.05985687;6.9481854;6.981705;0.0;0.0;45;1797
0.11253092;6.996071;6.9840994;0.0;0.0;45;1833
0.14365649;7.0319853;6.9673395;0.0;0.0;45;1871
0.2370332;7.0104365;6.8691745;0.0;0.0;46;1911
0.22027329;7.0559278;6.9314256;0.0;0.0;46;1952
0.20111908;7.0726876;6.771009;0.0;0.0;46;1995
0.2657645;7.0966306;6.881146;0.0;0.0;46;2033
0.29928434;7.1157846;6.8859344;0.0;0.0;46;2073
0.21548474;7.1540933;6.9745226;0.0;0.0;46;2113
0.17957062;7.1325445;6.8859344;0.0;0.0;46;2155
0.29689008;7.108602;7.0080423;0.0;0.0;45;2197
0.14365649;7.103813;6.93382;0.0;0.0;46;2234
0.10055954;7.065505;6.986494;0.0;0.0;45;2274
0.05506832;6.9912825;7.0080423;0.0;0.0;45;2316
0.016759925;6.919454;7.0128307;0.0;0.0;45;2355
-0.047885496;6.9098773;6.9912825;0.0;0.0;45;2395
