latitude	longitude	timestamp	realtime
-22.916664	-42.4758747	221298	11:51:23
-22.9172263	-42.4761101	233866	11:51:35
-22.9172263	-42.4761101	237207	11:51:39
-22.9101396	-42.4760406	329219	11:53:11
