latitude;longitude;timestamp
-22.964633232266173;-43.19073193719459;436960
-22.964404065910564;-43.1911629871742;448286
-22.964534047844232;-43.191448634373046;458740
-22.96487623856028;-43.191885010478394;472972
-22.965810675077307;-43.191462919896075;497625
-22.966670741234232;-43.19087245563876;516461
-22.967134128440296;-43.190440354946126;531888
-22.96741927500022;-43.18987457213001;550690
-22.96754415457517;-43.18950685279514;561619
