latitude	longitude	timestamp	datetime
-22.858873	-43.2304118	12278	2018-03-15T10:27:24.061Z
-22.8610575	-43.2274324	65176	2018-03-15T10:28:17.014Z
-22.8618672	-43.2244067	117681	2018-03-15T10:29:09.530Z
-22.8615225	-43.2248469	203188	2018-03-15T10:30:34.992Z
-22.8615819	-43.2254284	236149	2018-03-15T10:31:07.983Z
-22.8500813	-43.2339104	336524	2018-03-15T10:32:48.320Z
-22.8436127	-43.2345425	392444	2018-03-15T10:33:44.240Z
