latitude	longitude	timestamp	datetime
-22.8588133	-43.2310379	10001	2018-03-15T11:14:01.474Z
-22.8608408	-43.2272792	67041	2018-03-15T11:14:58.523Z
-22.8618672	-43.2244067	112127	2018-03-15T11:15:43.614Z
-22.861867	-43.2244059	182179	2018-03-15T11:16:53.750Z
-22.8618672	-43.2244067	214414	2018-03-15T11:17:25.933Z
-22.8500462	-43.2339095	313869	2018-03-15T11:19:05.371Z
-22.8500419	-43.2339457	362838	2018-03-15T11:19:54.328Z
