accelerometer_X	accelerometer_Y	accelerometer_Z	latitude	longitude	tilt	timestamp	datetime
0.28252444	8.303345	5.94259	-22.8589766	-43.23083	54	5419	2018-03-15T11:13:56.885Z
-0.031125572	5.669643	6.672844	-22.8589766	-43.23083	40	5462	2018-03-15T11:13:56.928Z
-0.5961744	5.7989335	8.178843	-22.8589766	-43.23083	35	5499	2018-03-15T11:13:56.966Z
-0.21309046	6.732701	7.120573	-22.8589766	-43.23083	43	5540	2018-03-15T11:13:57.006Z
0.43336374	7.1397276	6.605804	-22.8589766	-43.23083	47	5583	2018-03-15T11:13:57.050Z
-0.0023942748	7.312115	9.763853	-22.8589766	-43.23083	37	5618	2018-03-15T11:13:57.084Z
0.69673395	5.8420305	6.7829804	-22.8589766	-43.23083	41	5659	2018-03-15T11:13:57.125Z
1.1253091	7.1780357	8.300951	-22.8589766	-43.23083	41	5699	2018-03-15T11:13:57.165Z
-0.2681588	6.507639	5.6002088	-22.8589766	-43.23083	49	5739	2018-03-15T11:13:57.205Z
0.38308397	6.2921543	7.266624	-22.8589766	-43.23083	41	5782	2018-03-15T11:13:57.249Z
-0.15323359	5.7366824	6.60341	-22.8589766	-43.23083	41	5820	2018-03-15T11:13:57.287Z
0.505192	6.6081986	5.686403	-22.8589766	-43.23083	49	5860	2018-03-15T11:13:57.326Z
-1.2474172	7.6688623	6.316097	-22.8589766	-43.23083	51	5899	2018-03-15T11:13:57.365Z
-0.5219519	7.3743663	7.520417	-22.8589766	-43.23083	45	5941	2018-03-15T11:13:57.408Z
0.16281068	6.732701	8.379962	-22.8589766	-43.23083	39	5978	2018-03-15T11:13:57.444Z
-1.0271438	6.2538457	8.547561	-22.8589766	-43.23083	37	6018	2018-03-15T11:13:57.484Z
-0.45251793	5.8851275	7.4007034	-22.8589766	-43.23083	39	6060	2018-03-15T11:13:57.526Z
0.06464542	6.8619914	6.7063637	-22.8589766	-43.23083	46	6104	2018-03-15T11:13:57.571Z
0.098165266	8.336864	9.581888	-22.8589766	-43.23083	41	6141	2018-03-15T11:13:57.607Z
1.2067145	7.491686	6.25624	-22.8589766	-43.23083	50	6180	2018-03-15T11:13:57.646Z
0.8978531	5.8683677	9.603436	-22.8589766	-43.23083	32	6302	2018-03-15T11:13:57.768Z
0.5411061	5.621757	6.5986214	-22.8589766	-43.23083	41	6435	2018-03-15T11:13:57.901Z
0.24900457	6.5052447	7.312115	-22.8589766	-43.23083	42	6482	2018-03-15T11:13:57.949Z
0.58420306	7.2618356	6.3376455	-22.8589766	-43.23083	49	6520	2018-03-15T11:13:57.986Z
-0.845179	6.5842557	8.013638	-22.8589766	-43.23083	40	6559	2018-03-15T11:13:58.025Z
-0.23224466	7.1373334	7.3480296	-22.8588133	-43.2310379	44	6601	2018-03-15T11:13:58.067Z
-0.038308397	6.402291	7.5491486	-22.8588133	-43.2310379	40	6640	2018-03-15T11:13:58.107Z
0.1340794	6.1628633	6.7925577	-22.8588133	-43.2310379	42	6680	2018-03-15T11:13:58.146Z
0.3304099	5.6002088	8.195602	-22.8588133	-43.2310379	34	6721	2018-03-15T11:13:58.187Z
0.73743665	7.963358	7.929838	-22.8588133	-43.2310379	45	6760	2018-03-15T11:13:58.226Z
0.58420306	6.5555243	6.2538457	-22.8588133	-43.2310379	46	6800	2018-03-15T11:13:58.266Z
1.0032011	6.531582	7.501263	-22.8588133	-43.2310379	41	6840	2018-03-15T11:13:58.307Z
0.21309046	6.3328567	7.0367737	-22.8588133	-43.2310379	42	6881	2018-03-15T11:13:58.347Z
-0.031125572	8.030397	8.219545	-22.8588133	-43.2310379	44	6923	2018-03-15T11:13:58.389Z
0.026337024	6.318491	7.223527	-22.8588133	-43.2310379	41	6963	2018-03-15T11:13:58.429Z
-0.045491222	6.1317377	7.7742105	-22.8588133	-43.2310379	38	7001	2018-03-15T11:13:58.467Z
0.39505535	7.553937	8.018426	-22.8588133	-43.2310379	43	7042	2018-03-15T11:13:58.508Z
0.48124924	6.3639827	5.5786605	-22.8588133	-43.2310379	49	7083	2018-03-15T11:13:58.549Z
0.05027977	8.073495	6.65369	-22.8588133	-43.2310379	51	7135	2018-03-15T11:13:58.601Z
-0.25858167	6.318491	6.5842557	-22.8588133	-43.2310379	44	7181	2018-03-15T11:13:58.647Z
-0.019154198	6.5603127	7.292961	-22.8588133	-43.2310379	42	7221	2018-03-15T11:13:58.688Z
1.010384	7.666468	7.5395713	-22.8588133	-43.2310379	46	7262	2018-03-15T11:13:58.728Z
0.6368771	6.919454	6.6704497	-22.8588133	-43.2310379	46	7302	2018-03-15T11:13:58.769Z
0.22985038	7.1301503	6.349617	-22.8588133	-43.2310379	48	7342	2018-03-15T11:13:58.808Z
-0.23224466	7.7837873	7.005648	-22.8588133	-43.2310379	48	7383	2018-03-15T11:13:58.849Z
