latitude	longitude	timestamp	datetime
-22.8587596	-43.2297604	43934	2018-03-15T11:14:35.407Z
-22.8608408	-43.2272792	65478	2018-03-15T11:14:56.922Z
-22.8618675	-43.2244258	98135	2018-03-15T11:15:29.582Z
-22.8618672	-43.2244067	204761	2018-03-15T11:17:16.341Z
-22.8608415	-43.2272784	231932	2018-03-15T11:17:43.429Z
-22.8608415	-43.2272784	234491	2018-03-15T11:17:45.927Z
-22.85878	-43.2296869	267096	2018-03-15T11:18:18.610Z
