latitude	longitude	timestamp	realtime
-22.8941501	-42.4657707	48964	11:59:24
-22.8946466	-42.4604306	140212	12:00:56
-22.8941245	-42.4586998	164121	12:01:20
-22.892354	-42.4567578	210807	12:02:06
-22.8928854	-42.4565564	215811	12:02:11
-22.8917388	-42.45582	233798	12:02:29
-22.8912195	-42.454995	257304	12:02:53 
-22.8888459	-42.4547433	295990	12:03:31
