latitude;longitude;timestamp
-22.8941501;-42.4657707;47907
-22.8941424;-42.4651913;56999
-22.8945659;-42.4632547;83026
-22.8948445;-42.4631949;96757
-22.894495;-42.4609399;131151
-22.8945118;-42.4600887;149175
-22.8941245;-42.4586998;166443
-22.8940599;-42.4584534;184413
-22.891914;-42.456016;225819
-22.8916349;-42.455555;239012
-22.8912081;-42.4551896;250737
-22.8894438;-42.454686;286557
